,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Outlet_Sales
3460,FDN49,17.25,Regular,0.125478425,Breakfast,40.948,OUT045,2002,Small,Tier 2,Supermarket Type1,637.109333311073
3461,FDR22,19.35,Regular,0.018559094,Snack Foods,113.1544,OUT035,2004,Small,Tier 2,Supermarket Type1,1933.2805892743809
3462,FDV08,7.35,Low Fat,0.0,Fruits and Vegetables,43.6454,OUT019,1985,Small,Tier 1,Grocery Store,102.67932601556319
3463,FDY39,5.305,Regular,0.047028693,Meat,185.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,2958.189266478092
3464,FDV36,18.7,Low Fat,0.026342897,Baking Goods,125.702,OUT049,1999,Medium,Tier 1,Supermarket Type1,2091.2699798988288
3465,FDO60,20.0,Low Fat,0.03443923,Baking Goods,45.1086,OUT045,2002,Small,Tier 2,Supermarket Type1,659.4539638274572
3466,FDU04,7.93,Low Fat,0.005521567,Frozen Foods,122.3414,OUT027,1985,Medium,Tier 3,Supermarket Type3,3246.0800039412475
3467,FDR20,20.0,Regular,0.027987562,Fruits and Vegetables,46.7744,OUT027,1985,Medium,Tier 3,Supermarket Type3,1181.2921126657982
3468,FDW19,12.35,Regular,0.067409268,Fruits and Vegetables,110.457,OUT019,1985,Small,Tier 1,Grocery Store,271.2852067946201
3469,FDU40,20.85,Low Fat,0.037462127,Frozen Foods,194.2478,OUT049,1999,Medium,Tier 1,Supermarket Type1,3102.3457328029504
3470,FDK15,10.8,Low Fat,0.098613411,Meat,97.6042,OUT045,2002,Small,Tier 2,Supermarket Type1,1520.2154765445555
3471,DRF15,18.35,Low Fat,0.03320771,Dairy,151.834,OUT035,2004,Small,Tier 2,Supermarket Type1,2539.6485285135464
3472,FDQ25,8.63,Regular,0.028436636,Canned,173.6422,OUT017,2007,Small,Tier 2,Supermarket Type1,3070.327295744207
3473,FDI48,11.85,Regular,0.097555725,Baking Goods,52.7666,OUT019,1985,Small,Tier 1,Grocery Store,124.21660587877828
3474,FDS49,9.0,Low Fat,0.079345519,Canned,77.0644,OUT046,1997,Small,Tier 1,Supermarket Type1,1246.3287681935738
3475,FDV22,14.85,Regular,0.009938784,Snack Foods,157.863,OUT046,1997,Small,Tier 1,Supermarket Type1,2568.3950183755856
3476,NCV42,6.26,Low Fat,0.031421979,Household,109.3228,OUT046,1997,Small,Tier 1,Supermarket Type1,1699.8772882459355
3477,FDX26,17.7,Low Fat,0.087808521,Dairy,184.3292,OUT046,1997,Small,Tier 1,Supermarket Type1,2920.927618612217
3478,FDI33,16.5,Low Fat,0.028534583,Snack Foods,89.8146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1281.6534201926017
3479,FDZ14,7.71,Regular,0.047662684,Dairy,121.0756,OUT049,1999,Medium,Tier 1,Supermarket Type1,2004.5774890470734
3480,FDG10,6.63,Regular,0.010930195,Snack Foods,56.3588,OUT013,1987,High,Tier 3,Supermarket Type1,898.2835280633763
3481,FDM38,5.885,Regular,0.09314922,Canned,50.7982,OUT018,2009,Medium,Tier 3,Supermarket Type2,709.5188369412951
3482,FDG26,18.85,Low Fat,0.042443319,Canned,256.033,OUT027,1985,Medium,Tier 3,Supermarket Type3,6760.7721240633
3483,FDH46,6.935,Regular,0.04127448,Snack Foods,101.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,1748.910632190555
3484,FDN13,18.6,Low Fat,0.152677702,Breakfast,99.9358,OUT018,2009,Medium,Tier 3,Supermarket Type2,1413.3797939443743
3485,FDU57,8.27,Regular,0.089537252,Snack Foods,149.7708,OUT035,2004,Small,Tier 2,Supermarket Type1,2542.0465988683027
3486,NCI06,11.3,Low Fat,0.04771769,Household,179.666,OUT046,1997,Small,Tier 1,Supermarket Type1,2834.694733114917
3487,FDM38,5.885,Regular,0.092959451,Canned,52.6982,OUT045,2002,Small,Tier 2,Supermarket Type1,814.1283356835743
3488,NCG42,19.2,Low Fat,0.069006936,Household,128.931,OUT010,1998,Small,Tier 3,Grocery Store,293.99555519221866
3489,FDL39,16.1,Regular,0.063459792,Dairy,180.0318,OUT045,2002,Small,Tier 2,Supermarket Type1,2846.7987232943397
3490,FDT31,19.75,Low Fat,0.021795357,Fruits and Vegetables,190.9872,OUT019,1985,Small,Tier 1,Grocery Store,457.1835715517073
3491,FDV59,13.35,Low Fat,0.047987076,Breads,217.0166,OUT013,1987,High,Tier 3,Supermarket Type1,3690.57426223772
3492,FDB49,8.3,Regular,0.03014565,Baking Goods,100.5384,OUT035,2004,Small,Tier 2,Supermarket Type1,1756.3549248434936
3493,FDD58,7.76,Low Fat,0.059444518,Snack Foods,101.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,1680.0753610159516
3494,DRN59,15.0,Low Fat,0.064141622,Hard Drinks,45.306,OUT046,1997,Small,Tier 1,Supermarket Type1,693.7383374497821
3495,FDX48,17.75,Regular,0.037946799,Baking Goods,153.3656,OUT049,1999,Medium,Tier 1,Supermarket Type1,2587.2642792913443
3496,FDQ11,5.695,Regular,0.067806182,Breads,255.1988,OUT049,1999,Medium,Tier 1,Supermarket Type1,4194.489239381359
3497,FDY12,9.8,Regular,0.140829653,Baking Goods,52.5008,OUT049,1999,Medium,Tier 1,Supermarket Type1,854.1616623595149
3498,FDQ11,5.695,Regular,0.067838225,Breads,256.4988,OUT045,2002,Small,Tier 2,Supermarket Type1,3920.574855646483
3499,DRI11,8.26,Low Fat,0.034598891,Hard Drinks,115.9834,OUT017,2007,Small,Tier 2,Supermarket Type1,1936.3720085251625
3500,FDY32,7.605,Low Fat,0.128615187,Fruits and Vegetables,163.221,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.154034646445
3501,FDS51,13.35,Low Fat,0.032245757,Meat,60.5194,OUT045,2002,Small,Tier 2,Supermarket Type1,926.675765444831
3502,FDR19,13.5,Regular,0.267339659,Fruits and Vegetables,144.2102,OUT010,1998,Small,Tier 3,Grocery Store,368.95924899546384
3503,DRB13,6.115,Regular,0.007073035,Soft Drinks,189.753,OUT018,2009,Medium,Tier 3,Supermarket Type2,2775.9056511697877
3504,FDS21,19.85,Regular,0.020872204,Snack Foods,62.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,1026.7250958239156
3505,FDQ40,11.1,Regular,0.036100589,Frozen Foods,176.0712,OUT045,2002,Small,Tier 2,Supermarket Type1,2787.178991716703
3506,NCE55,8.92,Low Fat,0.129820371,Household,176.137,OUT013,1987,High,Tier 3,Supermarket Type1,2807.4056012574624
3507,FDX43,5.655,Low Fat,0.08486204,Fruits and Vegetables,165.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,4312.393222766306
3508,FDS12,9.1,Low Fat,0.174389257,Baking Goods,125.7362,OUT049,1999,Medium,Tier 1,Supermarket Type1,2057.9886217372605
3509,DRK01,7.63,Low Fat,0.0607686,Soft Drinks,94.6436,OUT027,1985,Medium,Tier 3,Supermarket Type3,2518.483913238147
3510,FDN25,7.895,Regular,0.061521569,Breakfast,55.3588,OUT017,2007,Small,Tier 2,Supermarket Type1,927.1609702036321
3511,FDB60,9.3,Low Fat,0.028522089,Baking Goods,195.0136,OUT046,1997,Small,Tier 1,Supermarket Type1,3178.1371466587443
3512,FDQ13,11.1,Low Fat,0.010701801,Canned,83.5908,OUT017,2007,Small,Tier 2,Supermarket Type1,1473.4076582536545
3513,DRK13,11.8,Low Fat,0.115401142,Soft Drinks,196.8084,OUT045,2002,Small,Tier 2,Supermarket Type1,3157.8237531868153
3514,DRF25,9.0,Low Fat,0.039083816,Soft Drinks,35.419,OUT018,2009,Medium,Tier 3,Supermarket Type2,495.1173710415219
3515,NCD42,16.5,Low Fat,0.022127237,Health and Hygiene,39.2506,OUT019,1985,Small,Tier 1,Grocery Store,92.45124730866843
3516,FDW25,5.175,Low Fat,0.037474799,Canned,84.7224,OUT045,2002,Small,Tier 2,Supermarket Type1,1337.5350032057838
3517,NCV29,11.8,Low Fat,0.02273288,Health and Hygiene,179.4686,OUT027,1985,Medium,Tier 3,Supermarket Type3,4810.273273313366
3518,NCK42,7.475,Low Fat,0.013117547,Household,214.3192,OUT035,2004,Small,Tier 2,Supermarket Type1,3716.4469423549817
3519,DRJ13,12.65,Low Fat,0.062585755,Soft Drinks,158.4578,OUT027,1985,Medium,Tier 3,Supermarket Type3,4224.438746488908
3520,DRD15,10.6,Low Fat,0.057117184,Dairy,232.4642,OUT017,2007,Small,Tier 2,Supermarket Type1,3957.7149576147444
3521,FDM27,12.35,Regular,0.158790733,Meat,156.3946,OUT045,2002,Small,Tier 2,Supermarket Type1,2422.152238230639
3522,FDZ50,12.8,Regular,0.079398454,Dairy,184.5608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2636.4943753315383
3523,FDC04,15.6,Low Fat,0.044985646,Dairy,242.4854,OUT046,1997,Small,Tier 1,Supermarket Type1,3880.603170425727
3524,FDF50,4.905,Low Fat,0.0,Canned,195.9768,OUT049,1999,Medium,Tier 1,Supermarket Type1,3428.2598692239053
3525,FDP15,15.2,Low Fat,0.084112804,Meat,257.733,OUT045,2002,Small,Tier 2,Supermarket Type1,3935.766290298127
3526,FDK46,9.6,Low Fat,0.051457663,Snack Foods,258.962,OUT035,2004,Small,Tier 2,Supermarket Type1,4283.870438349157
3527,FDZ56,16.25,Low Fat,0.025841822,Fruits and Vegetables,168.9474,OUT018,2009,Medium,Tier 3,Supermarket Type2,2435.044342414645
3528,FDY60,10.5,Regular,0.0,Baking Goods,143.5128,OUT049,1999,Medium,Tier 1,Supermarket Type1,2454.507948570418
3529,FDB10,10.0,Low Fat,0.067195414,Snack Foods,236.859,OUT035,2004,Small,Tier 2,Supermarket Type1,4095.778521291031
3530,FDR57,5.675,Regular,0.023544619,Snack Foods,155.5288,OUT045,2002,Small,Tier 2,Supermarket Type1,2400.276429262702
3531,FDU58,6.61,Regular,0.029056831,Snack Foods,186.9898,OUT049,1999,Medium,Tier 1,Supermarket Type1,3165.729443734453
3532,FDH02,7.27,Regular,0.020781144,Canned,88.7488,OUT046,1997,Small,Tier 1,Supermarket Type1,1471.278319447478
3533,FDP48,7.52,Regular,0.043986578,Baking Goods,182.295,OUT013,1987,High,Tier 3,Supermarket Type1,3023.7768034267738
3534,FDI46,9.5,Low Fat,0.07433121,Snack Foods,251.9724,OUT035,2004,Small,Tier 2,Supermarket Type1,4237.046922252393
3535,FDW56,7.68,Low Fat,0.070841281,Fruits and Vegetables,193.1162,OUT013,1987,High,Tier 3,Supermarket Type1,3195.330091835751
3536,NCM19,12.65,Low Fat,0.0,Others,111.8202,OUT010,1998,Small,Tier 3,Grocery Store,272.71229048236955
3537,FDS50,17.0,Low Fat,0.055164938,Dairy,221.2114,OUT027,1985,Medium,Tier 3,Supermarket Type3,5969.894113537411
3538,FDK24,9.195,Low Fat,0.10121065,Baking Goods,44.4744,OUT013,1987,High,Tier 3,Supermarket Type1,698.7425968338814
3539,FDO36,19.7,Low Fat,0.078354554,Baking Goods,180.566,OUT017,2007,Small,Tier 2,Supermarket Type1,2993.8911725580097
3540,FDK45,11.65,Low Fat,0.033694227,Seafood,114.786,OUT027,1985,Medium,Tier 3,Supermarket Type3,3440.0384239231635
3541,NCL05,19.6,Low Fat,0.0,Health and Hygiene,44.377,OUT045,2002,Small,Tier 2,Supermarket Type1,658.9487992391604
3542,FDL32,15.7,Regular,0.122965811,Fruits and Vegetables,113.2544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1642.8966684360569
3543,FDA28,16.1,Regular,0.047876203,Frozen Foods,126.0362,OUT049,1999,Medium,Tier 1,Supermarket Type1,2136.9549797987493
3544,FDY36,12.3,Low Fat,0.009448862,Baking Goods,74.538,OUT018,2009,Medium,Tier 3,Supermarket Type2,1062.38641785959
3545,FDP32,6.65,Low Fat,0.088026614,Fruits and Vegetables,127.2678,OUT018,2009,Medium,Tier 3,Supermarket Type2,1777.854045790807
3546,FDL50,12.15,Regular,0.042313078,Canned,123.2046,OUT046,1997,Small,Tier 1,Supermarket Type1,2051.1224999006663
3547,DRC24,17.85,Low Fat,0.024859869,Soft Drinks,151.7998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2552.688637185853
3548,NCS18,12.65,Low Fat,0.042449883,Household,107.3938,OUT017,2007,Small,Tier 2,Supermarket Type1,1804.7239938269258
3549,FDD16,20.5,Low Fat,0.036558726,Frozen Foods,75.3696,OUT017,2007,Small,Tier 2,Supermarket Type1,1199.9066603165465
3550,NCV18,6.775,Low Fat,0.105158282,Household,84.925,OUT013,1987,High,Tier 3,Supermarket Type1,1339.9920122386657
3551,FDX07,19.2,Regular,0.022918812,Fruits and Vegetables,183.995,OUT046,1997,Small,Tier 1,Supermarket Type1,2976.582739097926
3552,NCZ05,8.485,Low Fat,0.057850699,Health and Hygiene,104.299,OUT027,1985,Medium,Tier 3,Supermarket Type3,2746.2152881886022
3553,NCI31,20.0,Low Fat,0.08125948,Others,36.819,OUT013,1987,High,Tier 3,Supermarket Type1,564.3132982948606
3554,FDK14,6.98,Low Fat,0.041169697,Canned,83.2934,OUT049,1999,Medium,Tier 1,Supermarket Type1,1418.458634885332
3555,NCR06,12.5,Low Fat,0.006778869,Household,42.9112,OUT045,2002,Small,Tier 2,Supermarket Type1,647.5425603761383
3556,NCF54,18.0,Low Fat,0.047450712,Household,173.2422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2846.1742423975425
3557,DRG23,8.88,Low Fat,0.145253944,Hard Drinks,150.6682,OUT010,1998,Small,Tier 3,Grocery Store,346.51238071331085
3558,FDD53,16.2,Low Fat,0.044222497,Frozen Foods,43.5454,OUT046,1997,Small,Tier 1,Supermarket Type1,673.9363380548813
3559,NCM31,6.095,Low Fat,0.080803421,Others,140.1154,OUT027,1985,Medium,Tier 3,Supermarket Type3,3619.5031553448357
3560,FDT16,9.895,Regular,0.048937612,Frozen Foods,261.6278,OUT017,2007,Small,Tier 2,Supermarket Type1,4288.584862153049
3561,FDR40,9.1,Regular,0.008032868,Frozen Foods,79.1618,OUT035,2004,Small,Tier 2,Supermarket Type1,1372.4992369513695
3562,DRG25,10.5,Low Fat,0.019157444,Soft Drinks,184.524,OUT017,2007,Small,Tier 2,Supermarket Type1,3213.266151687021
3563,FDT10,16.7,Regular,0.062032774,Snack Foods,60.6562,OUT035,2004,Small,Tier 2,Supermarket Type1,1028.463817186732
3564,FDY32,7.605,Low Fat,0.129133491,Fruits and Vegetables,163.721,OUT013,1987,High,Tier 3,Supermarket Type1,2641.5621859014204
3565,FDN50,16.85,Regular,0.026514812,Canned,93.312,OUT035,2004,Small,Tier 2,Supermarket Type1,1694.6046084243335
3566,FDZ35,9.6,Regular,0.039006737,Breads,104.599,OUT019,1985,Small,Tier 1,Grocery Store,256.7910311291316
3567,NCP54,15.35,Low Fat,0.035220955,Household,121.973,OUT045,2002,Small,Tier 2,Supermarket Type1,1892.6210472885991
3568,NCD07,9.1,Low Fat,0.055418261,Household,112.0518,OUT035,2004,Small,Tier 2,Supermarket Type1,1886.1338361478226
3569,FDS02,10.195,Regular,0.0,Dairy,196.7794,OUT018,2009,Medium,Tier 3,Supermarket Type2,2874.4326368978436
3570,DRN59,15.0,Low Fat,0.064402907,Hard Drinks,48.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,655.8393551363632
3571,DRB24,8.785,Low Fat,0.020560102,Soft Drinks,155.5656,OUT013,1987,High,Tier 3,Supermarket Type1,2548.2714471884897
3572,FDP37,15.6,Low Fat,0.142412955,Breakfast,126.4994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3408.956685628349
3573,DRB01,7.39,Low Fat,0.082574393,Soft Drinks,190.253,OUT018,2009,Medium,Tier 3,Supermarket Type2,2722.6489327426016
3574,FDR47,17.85,Low Fat,0.087468656,Breads,195.7794,OUT046,1997,Small,Tier 1,Supermarket Type1,3192.727480949278
3575,NCM31,6.095,Low Fat,0.135906494,Others,141.9154,OUT010,1998,Small,Tier 3,Grocery Store,327.9042229968854
3576,NCF06,6.235,Low Fat,0.020100543,Household,258.8962,OUT027,1985,Medium,Tier 3,Supermarket Type3,6507.289807475478
3577,NCV17,18.85,Low Fat,0.016029548,Health and Hygiene,129.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3398.514035124124
3578,FDS10,19.2,Low Fat,0.035240292,Snack Foods,178.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,2943.724497518452
3579,FDN52,9.395,Regular,0.131545005,Frozen Foods,87.3198,OUT035,2004,Small,Tier 2,Supermarket Type1,1496.5041997072726
3580,FDZ48,17.75,Low Fat,0.075896411,Baking Goods,113.3544,OUT013,1987,High,Tier 3,Supermarket Type1,1856.9960476473755
3581,FDJ48,11.3,Low Fat,0.056522558,Baking Goods,248.6118,OUT049,1999,Medium,Tier 1,Supermarket Type1,4158.473185367181
3582,DRB13,6.115,Regular,0.0,Soft Drinks,190.253,OUT027,1985,Medium,Tier 3,Supermarket Type3,5246.78637585529
3583,FDV59,13.35,Low Fat,0.048298704,Breads,216.9166,OUT017,2007,Small,Tier 2,Supermarket Type1,3829.4065229114076
3584,FDL32,15.7,Regular,0.122443776,Fruits and Vegetables,111.3544,OUT035,2004,Small,Tier 2,Supermarket Type1,1964.1509513623957
3585,FDZ12,9.17,Low Fat,0.102959345,Baking Goods,142.147,OUT035,2004,Small,Tier 2,Supermarket Type1,2409.4728377270603
3586,NCR06,12.5,Low Fat,0.006732389,Household,41.4112,OUT027,1985,Medium,Tier 3,Supermarket Type3,1063.455392162084
3587,FDP51,13.85,Regular,0.085757338,Meat,119.6124,OUT017,2007,Small,Tier 2,Supermarket Type1,2054.396890520894
3588,FDY22,16.5,Regular,0.159587755,Snack Foods,142.6128,OUT013,1987,High,Tier 3,Supermarket Type1,2314.0817787582987
3589,FDZ38,17.6,Low Fat,0.008013458,Dairy,170.7422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2857.6297626703245
3590,NCO54,19.5,Low Fat,0.014271592,Household,54.6614,OUT035,2004,Small,Tier 2,Supermarket Type1,878.9810698171934
3591,FDR23,15.85,Low Fat,0.081772054,Breads,175.137,OUT035,2004,Small,Tier 2,Supermarket Type1,3062.7727901167605
3592,FDM38,5.885,Regular,0.092915543,Canned,54.5982,OUT049,1999,Medium,Tier 1,Supermarket Type1,905.1246495539443
3593,FDS25,6.885,Regular,0.139892043,Canned,112.4228,OUT013,1987,High,Tier 3,Supermarket Type1,1882.9777935021345
3594,FDZ22,9.395,Low Fat,0.045232223,Snack Foods,83.825,OUT013,1987,High,Tier 3,Supermarket Type1,1356.0107461832106
3595,FDZ20,16.1,Low Fat,0.060067062,Fruits and Vegetables,254.8356,OUT019,1985,Small,Tier 1,Grocery Store,609.2783693447999
3596,FDD45,8.615,Low Fat,0.194576935,Fruits and Vegetables,95.4436,OUT010,1998,Small,Tier 3,Grocery Store,222.59722379035503
3597,FDN03,9.8,Regular,0.015113426,Meat,248.7408,OUT049,1999,Medium,Tier 1,Supermarket Type1,4210.09303510839
3598,NCW30,5.21,Low Fat,0.011009897,Household,258.4962,OUT046,1997,Small,Tier 1,Supermarket Type1,3902.036678277834
3599,FDY24,4.88,Regular,0.132846758,Baking Goods,55.8298,OUT027,1985,Medium,Tier 3,Supermarket Type3,1419.363823330761
3600,FDJ26,15.3,Regular,0.148412909,Canned,212.1218,OUT019,1985,Small,Tier 1,Grocery Store,544.8051012595663
3601,FDM15,11.8,Regular,0.0,Meat,152.2366,OUT049,1999,Medium,Tier 1,Supermarket Type1,2594.506139994837
3602,NCW54,7.5,Low Fat,0.095946376,Household,57.8588,OUT027,1985,Medium,Tier 3,Supermarket Type3,1447.3931142260315
3603,FDA23,9.8,Low Fat,0.047282735,Baking Goods,100.5016,OUT045,2002,Small,Tier 2,Supermarket Type1,1577.936839071918
3604,FDA39,6.32,Low Fat,0.0,Meat,39.5822,OUT019,1985,Small,Tier 1,Grocery Store,92.28044344157875
3605,FDZ12,9.17,Low Fat,0.103561308,Baking Goods,144.147,OUT017,2007,Small,Tier 2,Supermarket Type1,2410.4615494110417
3606,NCB42,11.8,Low Fat,0.008561176,Health and Hygiene,115.8492,OUT046,1997,Small,Tier 1,Supermarket Type1,1866.8038075551085
3607,FDL16,12.85,Low Fat,0.168452861,Frozen Foods,46.606,OUT046,1997,Small,Tier 1,Supermarket Type1,705.5596702987278
3608,FDO24,11.1,Low Fat,0.0,Baking Goods,160.4604,OUT019,1985,Small,Tier 1,Grocery Store,390.575766700322
3609,NCP42,8.51,Low Fat,0.016110716,Household,193.1478,OUT046,1997,Small,Tier 1,Supermarket Type1,3084.875366016308
3610,FDR19,13.5,Regular,0.160371305,Fruits and Vegetables,147.2102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2086.383959577438
3611,DRL01,19.5,Regular,0.077328827,Soft Drinks,233.5958,OUT045,2002,Small,Tier 2,Supermarket Type1,3690.457873714091
3612,FDV37,13.0,Regular,0.083513874,Canned,198.9426,OUT046,1997,Small,Tier 1,Supermarket Type1,3381.0467748651276
3613,FDI41,18.5,Regular,0.104205322,Frozen Foods,147.0418,OUT010,1998,Small,Tier 3,Grocery Store,345.18330135126706
3614,FDF58,13.3,Low Fat,0.009596051,Snack Foods,62.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,1034.0374313097648
3615,NCF43,8.51,Low Fat,0.052157514,Household,141.947,OUT018,2009,Medium,Tier 3,Supermarket Type2,1940.8946584118291
3616,FDN02,16.5,Low Fat,0.073942531,Canned,205.8638,OUT049,1999,Medium,Tier 1,Supermarket Type1,3655.2403830208027
3617,NCP41,16.6,Low Fat,0.01620764,Health and Hygiene,107.7596,OUT035,2004,Small,Tier 2,Supermarket Type1,1879.6428283959483
3618,NCY17,18.2,Low Fat,0.162306339,Health and Hygiene,45.6086,OUT027,1985,Medium,Tier 3,Supermarket Type3,1141.9663163378832
3620,NCA30,19.0,Low Fat,0.128707428,Household,187.9872,OUT027,1985,Medium,Tier 3,Supermarket Type3,4857.678296935963
3621,FDE46,18.6,Low Fat,0.015833933,Snack Foods,150.6366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2097.155636365266
3622,FDY38,13.6,Regular,0.119153896,Dairy,231.23,OUT035,2004,Small,Tier 2,Supermarket Type1,4056.800083929288
3623,NCH29,5.51,Low Fat,0.034306863,Health and Hygiene,96.0726,OUT027,1985,Medium,Tier 3,Supermarket Type3,2509.195064922873
3624,FDO20,12.85,Regular,0.152436318,Fruits and Vegetables,253.9382,OUT045,2002,Small,Tier 2,Supermarket Type1,3954.9028883674955
3625,FDP44,16.5,Regular,0.080038295,Fruits and Vegetables,103.0332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1498.0966111293537
3626,FDM02,12.5,Regular,0.073377993,Canned,89.2198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2473.517555962276
3627,FDJ14,10.3,Regular,0.049828008,Canned,79.996,OUT027,1985,Medium,Tier 3,Supermarket Type3,2197.535912088924
3628,FDH04,6.115,Regular,0.019036024,Frozen Foods,88.9488,OUT010,1998,Small,Tier 3,Grocery Store,212.20189514681013
3629,DRK23,8.395,Low Fat,0.071976647,Hard Drinks,253.004,OUT046,1997,Small,Tier 1,Supermarket Type1,3893.54995243548
3630,NCW05,20.25,Low Fat,0.148072602,Health and Hygiene,106.8938,OUT046,1997,Small,Tier 1,Supermarket Type1,1614.5580577349176
3631,FDF12,8.235,Low Fat,0.082556008,Baking Goods,146.7076,OUT049,1999,Medium,Tier 1,Supermarket Type1,2416.5721275541664
3632,FDL51,20.7,Regular,0.08315126,Dairy,212.7876,OUT019,1985,Small,Tier 1,Grocery Store,492.8691161227534
3633,FDN03,9.8,Regular,0.015151435,Meat,249.4408,OUT018,2009,Medium,Tier 3,Supermarket Type2,3560.823956424038
3634,DRJ37,10.8,Low Fat,0.061196379,Soft Drinks,150.5024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2514.3114936094125
3635,FDM12,16.7,Regular,0.122415631,Baking Goods,188.7214,OUT019,1985,Small,Tier 1,Grocery Store,467.28297659915927
3636,FDA16,6.695,Low Fat,0.03401083,Frozen Foods,221.8456,OUT045,2002,Small,Tier 2,Supermarket Type1,3504.917877082221
3637,NCB07,19.2,Low Fat,0.077945963,Household,196.611,OUT017,2007,Small,Tier 2,Supermarket Type1,3263.412452304551
3638,NCI17,8.645,Low Fat,0.251114535,Health and Hygiene,97.241,OUT019,1985,Small,Tier 1,Grocery Store,234.578528514015
3639,FDR51,9.035,Regular,0.173469718,Meat,149.3708,OUT046,1997,Small,Tier 1,Supermarket Type1,2324.9770772342717
3640,FDJ55,12.8,Regular,0.023578675,Meat,225.2404,OUT045,2002,Small,Tier 2,Supermarket Type1,3674.4808309216037
3641,NCZ17,12.15,Low Fat,0.079365542,Health and Hygiene,38.8506,OUT013,1987,High,Tier 3,Supermarket Type1,614.4145158810803
3642,FDU25,12.35,Low Fat,0.026659058,Canned,59.5246,OUT013,1987,High,Tier 3,Supermarket Type1,982.5413185912191
3643,NCG18,15.3,Low Fat,0.023024502,Household,104.0332,OUT045,2002,Small,Tier 2,Supermarket Type1,1628.6211170955853
3644,DRM11,6.57,Low Fat,0.066443294,Hard Drinks,259.5278,OUT017,2007,Small,Tier 2,Supermarket Type1,4148.001441991064
3645,FDH16,10.5,Low Fat,0.052545408,Frozen Foods,91.683,OUT035,2004,Small,Tier 2,Supermarket Type1,1568.439949750794
3646,FDZ04,9.31,Low Fat,0.038109707,Frozen Foods,61.651,OUT018,2009,Medium,Tier 3,Supermarket Type2,844.4510916650225
3647,NCX53,20.1,Low Fat,0.0,Health and Hygiene,142.3154,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.000396093337
3648,FDX38,10.5,Regular,0.0,Dairy,48.3376,OUT027,1985,Medium,Tier 3,Supermarket Type3,1255.834363861331
3649,FDX09,9.0,Low Fat,0.06524927,Snack Foods,177.037,OUT046,1997,Small,Tier 1,Supermarket Type1,2803.905814077336
3650,NCW05,20.25,Low Fat,0.148675787,Health and Hygiene,107.8938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1444.9107246811677
3651,NCS41,12.85,Low Fat,0.053746315,Health and Hygiene,184.6608,OUT017,2007,Small,Tier 2,Supermarket Type1,3161.2643353995422
3652,FDI26,5.94,Low Fat,0.034886739,Canned,177.7344,OUT046,1997,Small,Tier 1,Supermarket Type1,2895.3597041324224
3653,NCZ41,19.85,Low Fat,0.064109274,Health and Hygiene,125.9704,OUT027,1985,Medium,Tier 3,Supermarket Type3,3201.2132755768553
3654,NCK06,5.03,Low Fat,0.008646528,Household,122.6756,OUT046,1997,Small,Tier 1,Supermarket Type1,1902.718874409531
3655,FDX23,6.445,Low Fat,0.029547979,Baking Goods,96.5436,OUT027,1985,Medium,Tier 3,Supermarket Type3,2556.927734718057
3656,NCA42,6.965,Low Fat,0.028548583,Household,157.5604,OUT046,1997,Small,Tier 1,Supermarket Type1,2431.707397465622
3657,FDC20,10.65,Low Fat,0.024008733,Fruits and Vegetables,54.0272,OUT049,1999,Medium,Tier 1,Supermarket Type1,886.1156284295026
3658,DRC49,8.67,Low Fat,0.065703142,Soft Drinks,143.8128,OUT018,2009,Medium,Tier 3,Supermarket Type2,2018.479792815423
3659,FDX01,10.1,Low Fat,0.024144227,Canned,117.015,OUT013,1987,High,Tier 3,Supermarket Type1,1977.873588828126
3660,FDC08,19.0,Regular,0.103659792,Fruits and Vegetables,226.372,OUT045,2002,Small,Tier 2,Supermarket Type1,3616.2725435743414
3661,FDC02,21.35,Low Fat,0.069211765,Canned,258.8278,OUT017,2007,Small,Tier 2,Supermarket Type1,4046.54737596905
